0x7960 1509
823 object_gi_sutaru.zobj
824 object_gi_goddess.zobj
825 object_ssh.zobj
826 object_bigokuta.zobj
827 object_bg.zobj
828 object_spot05_objects.zobj
829 object_spot12_obj.zobj
830 object_bombiwa.zobj
831 object_hintnuts.zobj
832 object_rs.zobj
833 object_spot00_break.zobj
834 object_gla.zobj
835 object_shopnuts.zobj
836 object_geldb.zobj
837 object_gr.zobj
838 object_dog.zobj
839 object_jya_iron.zobj
840 object_jya_door.zobj
841 object_spot01_objects2.zobj
842 object_spot11_obj.zobj
843 object_kibako2.zobj
844 object_dns.zobj
845 object_dnk.zobj
846 object_gi_fire.zobj
847 object_gi_insect.zobj
848 object_gi_butterfly.zobj
849 object_gi_ghost.zobj
850 object_gi_soul.zobj
851 object_bowl.zobj
852 object_po_field.zobj
853 object_demo_kekkai.zobj
854 object_efc_doughnut.zobj
855 object_gi_dekupouch.zobj
856 object_ganon_anime1.zobj
857 object_ganon_anime2.zobj
858 object_ganon_anime3.zobj
859 object_gi_rupy.zobj
860 object_spot01_matoya.zobj
861 object_spot01_matoyab.zobj
862 object_po_composer.zobj
863 object_mu.zobj
864 object_wf.zobj
865 object_skb.zobj
866 object_gj.zobj
867 object_geff.zobj
868 object_haka_door.zobj
869 object_gs.zobj
870 object_ps.zobj
871 object_bwall.zobj
872 object_crow.zobj
873 object_cow.zobj
874 object_cob.zobj
875 object_gi_sword_1.zobj
876 object_door_killer.zobj
877 object_ouke_haka.zobj
878 object_timeblock.zobj
879 object_zl4.zobj
880 g_pn_01.zdata
881 g_pn_02.zdata
882 g_pn_03.zdata
883 g_pn_04.zdata
884 g_pn_05.zdata
885 g_pn_06.zdata
886 g_pn_07.zdata
887 g_pn_08.zdata
888 g_pn_09.zdata
889 g_pn_10.zdata
890 g_pn_11.zdata
891 g_pn_12.zdata
892 g_pn_13.zdata
893 g_pn_14.zdata
894 g_pn_15.zdata
895 g_pn_16.zdata
896 g_pn_17.zdata
897 g_pn_18.zdata
898 g_pn_19.zdata
899 g_pn_20.zdata
900 g_pn_21.zdata
901 g_pn_22.zdata
902 g_pn_23.zdata
903 g_pn_24.zdata
904 g_pn_25.zdata
905 g_pn_26.zdata
906 g_pn_27.zdata
907 g_pn_28.zdata
908 g_pn_29.zdata
909 g_pn_30.zdata
910 g_pn_31.zdata
911 g_pn_32.zdata
912 g_pn_33.zdata
913 g_pn_34.zdata
914 g_pn_35.zdata
915 g_pn_36.zdata
916 g_pn_37.zdata
917 g_pn_38.zdata
918 g_pn_39.zdata
919 g_pn_40.zdata
920 g_pn_41.zdata
921 g_pn_42.zdata
922 g_pn_43.zdata
923 g_pn_44.zdata
924 g_pn_45.zdata
925 g_pn_46.zdata
926 g_pn_47.zdata
927 g_pn_48.zdata
928 g_pn_49.zdata
929 g_pn_50.zdata
930 g_pn_51.zdata
931 g_pn_52.zdata
932 g_pn_53.zdata
933 g_pn_54.zdata
934 g_pn_55.zdata
935 g_pn_56.zdata
936 g_pn_57.zdata
937 z_select_static.zdata
938 nintendo_rogo_static.zdata
939 title_static.zdata
940 parameter_static.zdata
941 vr_fine0_static.zdata
942 vr_fine0_pal_static.zdata
943 vr_fine1_static.zdata
944 vr_fine1_pal_static.zdata
945 vr_fine2_static.zdata
946 vr_fine2_pal_static.zdata
947 vr_fine3_static.zdata
948 vr_fine3_pal_static.zdata
949 vr_cloud0_static.zdata
950 vr_cloud0_pal_static.zdata
951 vr_cloud1_static.zdata
952 vr_cloud1_pal_static.zdata
953 vr_cloud2_static.zdata
954 vr_cloud2_pal_static.zdata
955 vr_cloud3_static.zdata
956 vr_cloud3_pal_static.zdata
957 vr_holy0_static.zdata
958 vr_holy0_pal_static.zdata
959 vr_holy1_static.zdata
960 vr_holy1_pal_static.zdata
961 vr_MDVR_static.zdata
962 vr_MDVR_pal_static.zdata
963 vr_MNVR_static.zdata
964 vr_MNVR_pal_static.zdata
965 vr_RUVR_static.zdata
966 vr_RUVR_pal_static.zdata
967 vr_LHVR_static.zdata
968 vr_LHVR_pal_static.zdata
969 vr_KHVR_static.zdata
970 vr_KHVR_pal_static.zdata
971 vr_K3VR_static.zdata
972 vr_K3VR_pal_static.zdata
973 vr_K4VR_static.zdata
974 vr_K4VR_pal_static.zdata
975 vr_K5VR_static.zdata
976 vr_K5VR_pal_static.zdata
977 vr_SP1a_static.zdata
978 vr_SP1a_pal_static.zdata
979 vr_MLVR_static.zdata
980 vr_MLVR_pal_static.zdata
981 vr_KKRVR_static.zdata
982 vr_KKRVR_pal_static.zdata
983 vr_KR3VR_static.zdata
984 vr_KR3VR_pal_static.zdata
985 vr_IPVR_static.zdata
986 vr_IPVR_pal_static.zdata
987 vr_KSVR_static.zdata
988 vr_KSVR_pal_static.zdata
989 vr_GLVR_static.zdata
990 vr_GLVR_pal_static.zdata
991 vr_ZRVR_static.zdata
992 vr_ZRVR_pal_static.zdata
993 vr_DGVR_static.zdata
994 vr_DGVR_pal_static.zdata
995 vr_ALVR_static.zdata
996 vr_ALVR_pal_static.zdata
997 vr_NSVR_static.zdata
998 vr_NSVR_pal_static.zdata
999 vr_LBVR_static.zdata
1000 vr_LBVR_pal_static.zdata
1001 vr_TTVR_static.zdata
1002 vr_TTVR_pal_static.zdata
1003 vr_FCVR_static.zdata
1004 vr_FCVR_pal_static.zdata
1005 elf_message_field.zdata
1006 elf_message_ydan.zdata
1007 ddan_scene.zscene
1008 ddan_room_0.zmap
1009 ddan_room_1.zmap
1010 ddan_room_2.zmap
1011 ddan_room_3.zmap
1012 ddan_room_4.zmap
1013 ddan_room_5.zmap
1014 ddan_room_6.zmap
1015 ddan_room_7.zmap
1016 ddan_room_8.zmap
1017 ddan_room_9.zmap
1018 ddan_room_10.zmap
1019 ddan_room_11.zmap
1020 ddan_room_12.zmap
1021 ddan_room_13.zmap
1022 ddan_room_14.zmap
1023 ddan_room_15.zmap
1024 ddan_room_16.zmap
1025 spot00_scene.zscene
1026 spot00_room_0.zmap
1027 spot01_scene.zscene
1028 spot01_room_0.zmap
1029 spot02_scene.zscene
1030 spot02_room_0.zmap
1031 spot02_room_1.zmap
1032 spot03_scene.zscene
1033 spot03_room_0.zmap
1034 spot03_room_1.zmap
1035 spot04_scene.zscene
1036 spot04_room_0.zmap
1037 spot04_room_1.zmap
1038 spot04_room_2.zmap
1039 spot05_scene.zscene
1040 spot05_room_0.zmap
1041 spot06_scene.zscene
1042 spot06_room_0.zmap
1043 spot07_scene.zscene
1044 spot07_room_0.zmap
1045 spot07_room_1.zmap
1046 spot08_scene.zscene
1047 spot08_room_0.zmap
1048 spot09_scene.zscene
1049 spot09_room_0.zmap
1050 spot10_scene.zscene
1051 spot10_room_0.zmap
1052 spot10_room_1.zmap
1053 spot10_room_2.zmap
1054 spot10_room_3.zmap
1055 spot10_room_4.zmap
1056 spot10_room_5.zmap
1057 spot10_room_6.zmap
1058 spot10_room_7.zmap
1059 spot10_room_8.zmap
1060 spot10_room_9.zmap
1061 spot11_scene.zscene
1062 spot11_room_0.zmap
1063 spot12_scene.zscene
1064 spot12_room_0.zmap
1065 spot12_room_1.zmap
1066 spot13_scene.zscene
1067 spot13_room_0.zmap
1068 spot13_room_1.zmap
1069 spot15_scene.zscene
1070 spot15_room_0.zmap
1071 spot16_scene.zscene
1072 spot16_room_0.zmap
1073 spot17_scene.zscene
1074 spot17_room_0.zmap
1075 spot17_room_1.zmap
1076 spot18_scene.zscene
1077 spot18_room_0.zmap
1078 spot18_room_1.zmap
1079 spot18_room_2.zmap
1080 spot18_room_3.zmap
1081 market_day_scene.zscene
1082 market_day_room_0.zmap
1083 market_night_scene.zscene
1084 market_night_room_0.zmap
1085 HIDAN_scene.zscene
1086 HIDAN_room_0.zmap
1087 HIDAN_room_1.zmap
1088 HIDAN_room_2.zmap
1089 HIDAN_room_3.zmap
1090 HIDAN_room_4.zmap
1091 HIDAN_room_5.zmap
1092 HIDAN_room_6.zmap
1093 HIDAN_room_7.zmap
1094 HIDAN_room_8.zmap
1095 HIDAN_room_9.zmap
1096 HIDAN_room_10.zmap
1097 HIDAN_room_11.zmap
1098 HIDAN_room_12.zmap
1099 HIDAN_room_13.zmap
1100 HIDAN_room_14.zmap
1101 HIDAN_room_15.zmap
1102 HIDAN_room_16.zmap
1103 HIDAN_room_17.zmap
1104 HIDAN_room_18.zmap
1105 HIDAN_room_19.zmap
1106 HIDAN_room_20.zmap
1107 HIDAN_room_21.zmap
1108 HIDAN_room_22.zmap
1109 HIDAN_room_23.zmap
1110 HIDAN_room_24.zmap
1111 HIDAN_room_25.zmap
1112 HIDAN_room_26.zmap
1113 Bmori1_scene.zscene
1114 Bmori1_room_0.zmap
1115 Bmori1_room_1.zmap
1116 Bmori1_room_2.zmap
1117 Bmori1_room_3.zmap
1118 Bmori1_room_4.zmap
1119 Bmori1_room_5.zmap
1120 Bmori1_room_6.zmap
1121 Bmori1_room_7.zmap
1122 Bmori1_room_8.zmap
1123 Bmori1_room_9.zmap
1124 Bmori1_room_10.zmap
1125 Bmori1_room_11.zmap
1126 Bmori1_room_12.zmap
1127 Bmori1_room_13.zmap
1128 Bmori1_room_14.zmap
1129 Bmori1_room_15.zmap
1130 Bmori1_room_16.zmap
1131 Bmori1_room_17.zmap
1132 Bmori1_room_18.zmap
1133 Bmori1_room_19.zmap
1134 Bmori1_room_20.zmap
1135 Bmori1_room_21.zmap
1136 Bmori1_room_22.zmap
1137 ydan_scene.zscene
1138 ydan_room_0.zmap
1139 ydan_room_1.zmap
1140 ydan_room_2.zmap
1141 ydan_room_3.zmap
1142 ydan_room_4.zmap
1143 ydan_room_5.zmap
1144 ydan_room_6.zmap
1145 ydan_room_7.zmap
1146 ydan_room_8.zmap
1147 ydan_room_9.zmap
1148 ydan_room_10.zmap
1149 ydan_room_11.zmap
1150 kenjyanoma_scene.zscene
1151 kenjyanoma_room_0.zmap
1152 tokinoma_scene.zscene
1153 tokinoma_room_0.zmap
1154 tokinoma_room_1.zmap
1155 link_home_scene.zscene
1156 link_home_room_0.zmap
1157 kokiri_shop_scene.zscene
1158 kokiri_shop_room_0.zmap
1159 MIZUsin_scene.zscene
1160 MIZUsin_room_0.zmap
1161 MIZUsin_room_1.zmap
1162 MIZUsin_room_2.zmap
1163 MIZUsin_room_3.zmap
1164 MIZUsin_room_4.zmap
1165 MIZUsin_room_5.zmap
1166 MIZUsin_room_6.zmap
1167 MIZUsin_room_7.zmap
1168 MIZUsin_room_8.zmap
1169 MIZUsin_room_9.zmap
1170 MIZUsin_room_10.zmap
1171 MIZUsin_room_11.zmap
1172 MIZUsin_room_12.zmap
1173 MIZUsin_room_13.zmap
1174 MIZUsin_room_14.zmap
1175 MIZUsin_room_15.zmap
1176 MIZUsin_room_16.zmap
1177 MIZUsin_room_17.zmap
1178 MIZUsin_room_18.zmap
1179 MIZUsin_room_19.zmap
1180 MIZUsin_room_20.zmap
1181 MIZUsin_room_21.zmap
1182 MIZUsin_room_22.zmap
1183 kokiri_home_scene.zscene
1184 kokiri_home_room_0.zmap
1185 kakusiana_scene.zscene
1186 kakusiana_room_0.zmap
1187 kakusiana_room_1.zmap
1188 kakusiana_room_2.zmap
1189 kakusiana_room_3.zmap
1190 kakusiana_room_4.zmap
1191 kakusiana_room_5.zmap
1192 kakusiana_room_6.zmap
1193 kakusiana_room_7.zmap
1194 kakusiana_room_8.zmap
1195 kakusiana_room_9.zmap
1196 kakusiana_room_10.zmap
1197 kakusiana_room_11.zmap
1198 kakusiana_room_12.zmap
1199 kakusiana_room_13.zmap
1200 entra_scene.zscene
1201 entra_room_0.zmap
1202 bdan_scene.zscene
1203 bdan_room_0.zmap
1204 bdan_room_1.zmap
1205 bdan_room_2.zmap
1206 bdan_room_3.zmap
1207 bdan_room_4.zmap
1208 bdan_room_5.zmap
1209 bdan_room_6.zmap
1210 bdan_room_7.zmap
1211 bdan_room_8.zmap
1212 bdan_room_9.zmap
1213 bdan_room_10.zmap
1214 bdan_room_11.zmap
1215 bdan_room_12.zmap
1216 bdan_room_13.zmap
1217 bdan_room_14.zmap
1218 bdan_room_15.zmap
1219 HAKAdan_scene.zscene
1220 HAKAdan_room_0.zmap
1221 HAKAdan_room_1.zmap
1222 HAKAdan_room_2.zmap
1223 HAKAdan_room_3.zmap
1224 HAKAdan_room_4.zmap
1225 HAKAdan_room_5.zmap
1226 HAKAdan_room_6.zmap
1227 HAKAdan_room_7.zmap
1228 HAKAdan_room_8.zmap
1229 HAKAdan_room_9.zmap
1230 HAKAdan_room_10.zmap
1231 HAKAdan_room_11.zmap
1232 HAKAdan_room_12.zmap
1233 HAKAdan_room_13.zmap
1234 HAKAdan_room_14.zmap
1235 HAKAdan_room_15.zmap
1236 HAKAdan_room_16.zmap
1237 HAKAdan_room_17.zmap
1238 HAKAdan_room_18.zmap
1239 HAKAdan_room_19.zmap
1240 HAKAdan_room_20.zmap
1241 HAKAdan_room_21.zmap
1242 HAKAdan_room_22.zmap
1243 moribossroom_scene.zscene
1244 moribossroom_room_0.zmap
1245 moribossroom_room_1.zmap
1246 syatekijyou_scene.zscene
1247 syatekijyou_room_0.zmap
1248 men_scene.zscene
1249 men_room_0.zmap
1250 men_room_1.zmap
1251 men_room_2.zmap
1252 men_room_3.zmap
1253 men_room_4.zmap
1254 men_room_5.zmap
1255 men_room_6.zmap
1256 men_room_7.zmap
1257 men_room_8.zmap
1258 men_room_9.zmap
1259 men_room_10.zmap
1260 shop1_scene.zscene
1261 shop1_room_0.zmap
1262 hairal_niwa_scene.zscene
1263 hairal_niwa_room_0.zmap
1264 ganon_tou_scene.zscene
1265 ganon_tou_room_0.zmap
1266 market_alley_scene.zscene
1267 market_alley_room_0.zmap
1268 spot20_scene.zscene
1269 spot20_room_0.zmap
1270 market_ruins_scene.zscene
1271 market_ruins_room_0.zmap
1272 entra_n_scene.zscene
1273 entra_n_room_0.zmap
1274 enrui_scene.zscene
1275 enrui_room_0.zmap
1276 market_alley_n_scene.zscene
1277 market_alley_n_room_0.zmap
1278 hiral_demo_scene.zscene
1279 hiral_demo_room_0.zmap
1280 kokiri_home3_scene.zscene
1281 kokiri_home3_room_0.zmap
1282 jyasinzou_scene.zscene
1283 jyasinzou_room_0.zmap
1284 jyasinzou_room_1.zmap
1285 jyasinzou_room_2.zmap
1286 jyasinzou_room_3.zmap
1287 jyasinzou_room_4.zmap
1288 jyasinzou_room_5.zmap
1289 jyasinzou_room_6.zmap
1290 jyasinzou_room_7.zmap
1291 jyasinzou_room_8.zmap
1292 jyasinzou_room_9.zmap
1293 jyasinzou_room_10.zmap
1294 jyasinzou_room_11.zmap
1295 jyasinzou_room_12.zmap
1296 jyasinzou_room_13.zmap
1297 jyasinzou_room_14.zmap
1298 jyasinzou_room_15.zmap
1299 jyasinzou_room_16.zmap
1300 jyasinzou_room_17.zmap
1301 jyasinzou_room_18.zmap
1302 jyasinzou_room_19.zmap
1303 jyasinzou_room_20.zmap
1304 jyasinzou_room_21.zmap
1305 jyasinzou_room_22.zmap
1306 jyasinzou_room_23.zmap
1307 jyasinzou_room_24.zmap
1308 jyasinzou_room_25.zmap
1309 jyasinzou_room_26.zmap
1310 jyasinzou_room_27.zmap
1311 jyasinzou_room_28.zmap
1312 ice_doukutu_scene.zscene
1313 ice_doukutu_room_0.zmap
1314 ice_doukutu_room_1.zmap
1315 ice_doukutu_room_2.zmap
1316 ice_doukutu_room_3.zmap
1317 ice_doukutu_room_4.zmap
1318 ice_doukutu_room_5.zmap
1319 ice_doukutu_room_6.zmap
1320 ice_doukutu_room_7.zmap
1321 ice_doukutu_room_8.zmap
1322 ice_doukutu_room_9.zmap
1323 ice_doukutu_room_10.zmap
1324 ice_doukutu_room_11.zmap
1325 malon_stable_scene.zscene
1326 malon_stable_room_0.zmap
1327 kakariko_scene.zscene
1328 kakariko_room_0.zmap
1329 bdan_boss_scene.zscene
1330 bdan_boss_room_0.zmap
1331 bdan_boss_room_1.zmap
1332 FIRE_bs_scene.zscene
1333 FIRE_bs_room_0.zmap
1334 FIRE_bs_room_1.zmap
1335 hut_scene.zscene
1336 hut_room_0.zmap
1337 daiyousei_izumi_scene.zscene
1338 daiyousei_izumi_room_0.zmap
1339 hakaana_scene.zscene
1340 hakaana_room_0.zmap
1341 yousei_izumi_tate_scene.zscene
1342 yousei_izumi_tate_room_0.zmap
1343 yousei_izumi_yoko_scene.zscene
1344 yousei_izumi_yoko_room_0.zmap
1345 golon_scene.zscene
1346 golon_room_0.zmap
1347 zoora_scene.zscene
1348 zoora_room_0.zmap
1349 drag_scene.zscene
1350 drag_room_0.zmap
1351 alley_shop_scene.zscene
1352 alley_shop_room_0.zmap
1353 night_shop_scene.zscene
1354 night_shop_room_0.zmap
1355 impa_scene.zscene
1356 impa_room_0.zmap
1357 labo_scene.zscene
1358 labo_room_0.zmap
1359 tent_scene.zscene
1360 tent_room_0.zmap
1361 nakaniwa_scene.zscene
1362 nakaniwa_room_0.zmap
1363 ddan_boss_scene.zscene
1364 ddan_boss_room_0.zmap
1365 ddan_boss_room_1.zmap
1366 ydan_boss_scene.zscene
1367 ydan_boss_room_0.zmap
1368 ydan_boss_room_1.zmap
1369 HAKAdan_bs_scene.zscene
1370 HAKAdan_bs_room_0.zmap
1371 HAKAdan_bs_room_1.zmap
1372 MIZUsin_bs_scene.zscene
1373 MIZUsin_bs_room_0.zmap
1374 MIZUsin_bs_room_1.zmap
1375 ganon_scene.zscene
1376 ganon_room_0.zmap
1377 ganon_room_1.zmap
1378 ganon_room_2.zmap
1379 ganon_room_3.zmap
1380 ganon_room_4.zmap
1381 ganon_room_5.zmap
1382 ganon_room_6.zmap
1383 ganon_room_7.zmap
1384 ganon_room_8.zmap
1385 ganon_room_9.zmap
1386 ganon_boss_scene.zscene
1387 ganon_boss_room_0.zmap
1388 jyasinboss_scene.zscene
1389 jyasinboss_room_0.zmap
1390 jyasinboss_room_1.zmap
1391 jyasinboss_room_2.zmap
1392 jyasinboss_room_3.zmap
1393 kokiri_home4_scene.zscene
1394 kokiri_home4_room_0.zmap
1395 kokiri_home5_scene.zscene
1396 kokiri_home5_room_0.zmap
1397 ganon_final_scene.zscene
1398 ganon_final_room_0.zmap
1399 kakariko3_scene.zscene
1400 kakariko3_room_0.zmap
1401 hakasitarelay_scene.zscene
1402 hakasitarelay_room_0.zmap
1403 hakasitarelay_room_1.zmap
1404 hakasitarelay_room_2.zmap
1405 hakasitarelay_room_3.zmap
1406 hakasitarelay_room_4.zmap
1407 hakasitarelay_room_5.zmap
1408 hakasitarelay_room_6.zmap
1409 shrine_scene.zscene
1410 shrine_room_0.zmap
1411 turibori_scene.zscene
1412 turibori_room_0.zmap
1413 shrine_n_scene.zscene
1414 shrine_n_room_0.zmap
1415 shrine_r_scene.zscene
1416 shrine_r_room_0.zmap
1417 ganontika_scene.zscene
1418 ganontika_room_0.zmap
1419 ganontika_room_1.zmap
1420 ganontika_room_2.zmap
1421 ganontika_room_3.zmap
1422 ganontika_room_4.zmap
1423 ganontika_room_5.zmap
1424 ganontika_room_6.zmap
1425 ganontika_room_7.zmap
1426 ganontika_room_8.zmap
1427 ganontika_room_9.zmap
1428 ganontika_room_10.zmap
1429 ganontika_room_11.zmap
1430 ganontika_room_12.zmap
1431 ganontika_room_13.zmap
1432 ganontika_room_14.zmap
1433 ganontika_room_15.zmap
1434 ganontika_room_16.zmap
1435 ganontika_room_17.zmap
1436 ganontika_room_18.zmap
1437 ganontika_room_19.zmap
1438 hakaana2_scene.zscene
1439 hakaana2_room_0.zmap
1440 gerudoway_scene.zscene
1441 gerudoway_room_0.zmap
1442 gerudoway_room_1.zmap
1443 gerudoway_room_2.zmap
1444 gerudoway_room_3.zmap
1445 gerudoway_room_4.zmap
1446 gerudoway_room_5.zmap
1447 HAKAdanCH_scene.zscene
1448 HAKAdanCH_room_0.zmap
1449 HAKAdanCH_room_1.zmap
1450 HAKAdanCH_room_2.zmap
1451 HAKAdanCH_room_3.zmap
1452 HAKAdanCH_room_4.zmap
1453 HAKAdanCH_room_5.zmap
1454 HAKAdanCH_room_6.zmap
1455 hairal_niwa_n_scene.zscene
1456 hairal_niwa_n_room_0.zmap
1457 bowling_scene.zscene
1458 bowling_room_0.zmap
1459 hakaana_ouke_scene.zscene
1460 hakaana_ouke_room_0.zmap
1461 hakaana_ouke_room_1.zmap
1462 hakaana_ouke_room_2.zmap
1463 hylia_labo_scene.zscene
1464 hylia_labo_room_0.zmap
1465 souko_scene.zscene
1466 souko_room_0.zmap
1467 souko_room_1.zmap
1468 souko_room_2.zmap
1469 miharigoya_scene.zscene
1470 miharigoya_room_0.zmap
1471 mahouya_scene.zscene
1472 mahouya_room_0.zmap
1473 takaraya_scene.zscene
1474 takaraya_room_0.zmap
1475 takaraya_room_1.zmap
1476 takaraya_room_2.zmap
1477 takaraya_room_3.zmap
1478 takaraya_room_4.zmap
1479 takaraya_room_5.zmap
1480 takaraya_room_6.zmap
1481 ganon_sonogo_scene.zscene
1482 ganon_sonogo_room_0.zmap
1483 ganon_sonogo_room_1.zmap
1484 ganon_sonogo_room_2.zmap
1485 ganon_sonogo_room_3.zmap
1486 ganon_sonogo_room_4.zmap
1487 ganon_demo_scene.zscene
1488 ganon_demo_room_0.zmap
1489 face_shop_scene.zscene
1490 face_shop_room_0.zmap
1491 kinsuta_scene.zscene
1492 kinsuta_room_0.zmap
1493 ganontikasonogo_scene.zscene
1494 ganontikasonogo_room_0.zmap
1495 ganontikasonogo_room_1.zmap
1496 bump_texture_static.zdata
1497 anime_model_1_static.zdata
1498 anime_model_2_static.zdata
1499 anime_model_3_static.zdata
1500 anime_model_4_static.zdata
1501 anime_model_5_static.zdata
1502 anime_model_6_static.zdata
1503 anime_texture_1_static.zdata
1504 anime_texture_2_static.zdata
1505 anime_texture_3_static.zdata
1506 anime_texture_4_static.zdata
1507 anime_texture_5_static.zdata
1508 anime_texture_6_static.zdata
1509 softsprite_matrix_static.zdata
